ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
28, Adding New Plots to ArviZ ,ArviZ is a python package for exploratory analysis of Bayesian models. It is designed as a backend agnostic tool and supports different backends for..., Rishabh Sanjay ," Mentor  Seth Axen, osvaldo martin ", Organization  NumFOCUS ,/archive/2021/projects/5768209902338048,https://github.com/Walcho1125/Catroid/blob/gsoc-documentation/gsoc-documentation.md,No,No,"ArviZ is a python package for exploratory analysis of Bayesian models. It is designed as a backend agnostic tool and supports different backends for visualisation and diagnostics. Apart from plotting ArviZ also supports functions for posterior analysis, model checking, comparison and diagnostics.
As ArviZ is mainly a visualisation library, it already has various plotting functions to analyse Bayesian Inference data. Still, it would be nice to extend its visualisation capabilities and add some more plotting functions which the community could use.
This project aims to implement dot plots,  quantile dot plots, half-eye plots, ecdf plots, and, if time permits, then also calibration plots for classification into ArviZ for both the backends Matplotlib and Bokeh and also to write tests for all these plot functions.","['https://github.com/Catrobat/Catroid/pull/4221', 'https://github.com/Catrobat/Catroid/pull/4217', 'https://github.com/Catrobat/Catroid/pull/4215', 'https://github.com/Catrobat/Catroid/pull/4260', 'https://github.com/Catrobat/Catroid/pull/4303', 'https://github.com/Catrobat/Catroid/pull/4304', 'https://github.com/Catrobat/Catroid/pull/4305', 'https://github.com/Catrobat/Catroid/pull/4283']",[]
29, Search functionality for bricks in Pocket Code ,"In the current version of Pocket Code, users have to manually click and scroll through all brick categories and bricks to find and add the desired...", Oskar Walcher ," Mentor  Julia Herold, Rawbat ", Organization  International Catrobat Association ,/archive/2021/projects/5768404987805696,https://hackmd.io/@srikavin/S1aUgV0xK,Yes,No,"In the current version of Pocket Code, users have to manually click and scroll through all brick categories and bricks to find and add the desired brick to their project. Therefore a brick search functionality will be implemented which enables the user to search through all available bricks in all brick categories. The matching bricks will be shown to the user and can be added to the project. This will provide a more improved programming flow for users of all skill groups. If there's time, a similar search & complete feature can also be added for reporter functions and sensors, and even variable or look names in the formula editor.",[],[]
30, Generating Syscall Decoders from Declarative Definitions ,Many system call decoders in strace are very similar in structure. This proposal aims to incorporate a system for generating syscall decoders from a..., Srikavin Ramkumar ," Mentor  Line Printer, Dmitry Levin ", Organization  strace ,/archive/2021/projects/5768547124379648,https://wiki.freebsd.org/SummerOfCode2021Projects/SoundMixerImprovements,No,No,Many system call decoders in strace are very similar in structure. This proposal aims to incorporate a system for generating syscall decoders from a system call description language into strace’s build system. This proposal would allow the strace project to leverage descriptions of a large number of system calls and ioctls that are already described in a similar format.,[],[]
31, Sound mixer improvements ,"FreeBSD's default mixer utilities are not the best; mixer(8) is very basic  and outdated, end users have to tweak sysctl(8) values to do simple...", Christos Margiolis , Mentor  Hans Petter Selasky , Organization  FreeBSD Project ,/archive/2021/projects/5768860254339072,https://github.com/vivekvardhanadepu/apertium-lexical-training,No,No,"FreeBSD's default mixer utilities are not the best; mixer(8) is very basic  and outdated, end users have to tweak sysctl(8) values to do simple things and programmers have to write DIY implementation for their programs (e.g audio/mixertui). This project aims to improve mixer handling for OSS on FreeBSD and make life for both programmers and users easier.",[],[]
32, User friendly lexical training ,"The procedure for lexical selection training is a bit messy, with various scripts involved that require lots of manual tweaking, and many third party...", naan_dhaan , Mentor  Kevin Brubeck Unhammer , Organization  Apertium ,/archive/2021/projects/5769288543109120,https://docs.google.com/document/d/1ESng_A9BKOIIcWf47M8EIurtmUpjdxWKHxW37PR2MFE/edit?usp=sharing,No,Yes,"The procedure for lexical selection training is a bit messy, with various scripts involved that require lots of manual tweaking, and many third party tools to be installed.
The goal of this task is to make the training procedure as streamlined and user-friendly as possible",[],[]
33, Unified Color UI ,"The color interface in App Inventor deals with multiple different formats, this leads to confusion for the user while switching from one part of App...", Anuj Singhal , Mentor  Jeffrey I Schiller , Organization  MIT App Inventor ,/archive/2021/projects/5769952585318400,https://medium.com/@shashanksingh819/gsoc-2021-pecan-in-cran-final-report-19ab082cf548,No,No,"The color interface in App Inventor deals with multiple different formats, this leads to confusion for the user while switching from one part of App Inventor to the other. This project will make additions to GUI Color Picker in designer, the blocks in the color drawer, add a mechanism to detect blocks that return a color, and add an option to see the visual representation of a color in the Blocks editor.
Our objective is to make a user interface for colors that solve the problems expressed by the community, one that allows the community to interact with the colors in app inventor in a more efficient, consistent, and beginner-friendly way.",[],[]
34, PEcAn in CRAN ,"Currently, PEcAn is not available in CRAN, this makes it harder to install on systems since it requires the user to download all code first and...", Shashank-Singh ," Mentor  Rob Kooper, Chris Black ", Organization  PEcAn Project ,/archive/2021/projects/5770136799150080,https://gist.github.com/BreadGenie/3155bff39187eecf0ee2b1d2c27e2463,No,Yes,"Currently, PEcAn is not available in CRAN, this makes it harder to install on systems since it requires the user to download all code first and install it. Adding PEcAn packages to CRAN will not only make it easier to install but also easier to find and easier to use standalone modules. This will require fixing warnings in the build process, removing unnecessary dependencies, and potentially splitting modules.","['https://github.com/intel/cve-bin-tool/pull/1165', 'https://github.com/intel/cve-bin-tool/pull/1182', 'https://github.com/intel/cve-bin-tool/pull/1203', 'https://github.com/intel/cve-bin-tool/pull/1209', 'https://github.com/intel/cve-bin-tool/pull/1235', 'https://github.com/intel/cve-bin-tool/pull/1273', 'https://github.com/intel/cve-bin-tool/pull/1227', 'https://github.com/intel/cve-bin-tool/pull/1170', 'https://github.com/intel/cve-bin-tool/pull/1184', 'https://github.com/intel/cve-bin-tool/pull/1186', 'https://github.com/intel/cve-bin-tool/pull/1193', 'https://github.com/intel/cve-bin-tool/pull/1199', 'https://github.com/intel/cve-bin-tool/pull/1200', 'https://github.com/intel/cve-bin-tool/pull/1205', 'https://github.com/intel/cve-bin-tool/pull/1206', 'https://github.com/intel/cve-bin-tool/pull/1216', 'https://github.com/intel/cve-bin-tool/pull/1217', 'https://github.com/intel/cve-bin-tool/pull/1221', 'https://github.com/intel/cve-bin-tool/pull/1222', 'https://github.com/intel/cve-bin-tool/pull/1236', 'https://github.com/intel/cve-bin-tool/pull/1238', 'https://github.com/intel/cve-bin-tool/pull/1242', 'https://github.com/intel/cve-bin-tool/pull/1257', 'https://github.com/intel/cve-bin-tool/pull/1261', 'https://github.com/intel/cve-bin-tool/pull/1263', 'https://github.com/intel/cve-bin-tool/pull/1266', 'https://github.com/intel/cve-bin-tool/pull/1275', 'https://github.com/intel/cve-bin-tool/pull/1277', 'https://github.com/intel/cve-bin-tool/pull/1280', 'https://github.com/intel/cve-bin-tool/pull/1283', 'https://github.com/intel/cve-bin-tool/pull/1288', 'https://github.com/intel/cve-bin-tool/pull/1292']",[]
35, Building checkers/mappings for known package lists ,Currently CVE Binary Tool’s binary scanning is slow and a software manifest of known packages can be used for quick scanning for CVEs as an early..., Muhammed Suhail A H ," Mentor  Terri, aph, Saurabh Khandelwal, pdxjohnny, Harmandeep ", Organization  Python Software Foundation ,/archive/2021/projects/5771510920249344,https://pleiadesian.github.io/2021/08/21/GSoC-2021-project-Using-BALANCED-READS-on-RGW-Calls-to-RADOS/,No,Yes,"Currently CVE Binary Tool’s binary scanning is slow and a software manifest of known packages can be used for quick scanning for CVEs as an early warning system. Here a database is built primarily of top packages from PyPI and the core packages of popular Linux distros like Ubuntu, Fedora, CentOS etc. and a parser that reads the packages from the list and maps them with the database. The checkers for these packages are created alongside.
Also to improve user experience the creation of a backported fix checking utility can be made. It checks the packages with CVE in the scan and a database with the data including backported fix and provides an output if the CVE is fixed.",[],[]
36, USING BALANCED_READS ON RGW CALLS TO RADOS ,Add a config and the ability to use balanced reads when RGW sends a RADOS op, Zulai Wang , Mentor  Or Friedmann , Organization  Ceph ,/archive/2021/projects/5772203919933440,https://blog.bisakh.com/blog/gsoc-chromium-2021,Yes,Yes,Add a config and the ability to use balanced reads when RGW sends a RADOS op,[],[]
37, Porting ChromeOS Power Policy End-to-End Tests ,"At present, integration tests for few Power Policies in ChromeOS utilize autotest for automated testing using special debugging devices (servo). The...", Bisakh Mondal ," Mentor  Mahmoud Gawd, Oleh Lamzin ", Organization  Chromium ,/archive/2021/projects/5772631235624960,https://medium.com/@metacall/google-summer-of-code-2021-development-of-jupyter-kernel-for-metacall-ddd552319ccf,No,No,"At present, integration tests for few Power Policies in ChromeOS utilize autotest for automated testing using special debugging devices (servo). The existing tests are written in python and aren't stable (fails randomly) nor well documented about device setup. The idea is to revive those tests by porting them into a separate fast Golang framework Tast and stabilize them. For this project, servos will be used connected to the DUT (Device Under Test) or Chromebook to control the charging state of the device.
This proposal aims at rewriting tests for few power policies that include PowerPeakShift, BatteryChargeMode, USBPowershare, AdvancedBatteryChargeMode and BootOnAC.",[],[]
38, Development of Jupyter Kernel for MetaCall Core ,"MetaCall Core is an open-source software that brings the polyglot programming experience to Developers. With MetaCall, developers can embed different...", Harsh Bardhan Mishra , Mentor  Gil Arasa Verge , Organization  MetaCall ,/archive/2021/projects/5777069882998784,https://extremophilarum.github.io/gsoc_final_submission/,No,No,"MetaCall Core is an open-source software that brings the polyglot programming experience to Developers. With MetaCall, developers can embed different programming languages through an easy-to-use high-level API. Jupyter Notebook is an interactive environment that allows scientists, researchers, developers and engineers to perform analysis, scientific computing, code prototyping and more. These notebooks provide a feature-rich interface where they can capitalize on visualizations, figures, plots and user-interface elements to prototype the code they are writing and working on.
This project aims to create a kernel where the MetaCall Core can be loaded and launched through a Jupyter Notebook interface. With this Notebook, the users can try out writing and embedding code in different programming languages. It would also make it possible to use the MetaCall API and achieve the goal of bringing a unified interface for developers to try out and leverage MetaCall. The Kernel would allow developers to load the MetaCall API to execute code in different programming languages by mixing code amongst each other.","['https://github.com/owtf/owtf/pull/1150/', 'https://github.com/owtf/owtf/pull/1154/', 'https://github.com/owtf/owtf/pull/1164', 'https://github.com/owtf/owtf/pull/1098/', 'https://github.com/owtf/owtf/pull/1145', 'https://github.com/owtf/owtf/pull/1135/', 'https://github.com/owtf/owtf/pull/1165/', 'https://github.com/owtf/owtf/pull/1166/']",[]
